"","x"
"1",0.000130209244037158
"2",-0.0175576412508597
"3",-0.00717785787955771
"4",-0.0158130697607917
"5",-0.0231143566519925
"6",0.0764185697202833
"7",0.0173816251564286
"8",0.0300200014980765
"9",-0.0140847923983816
"10",0.0261874043061335
"11",-0.0154672348117696
"12",0.0293134243181632
"13",-0.00288519641898905
"14",0.0445636151583978
"15",-0.0171362713550643
"16",0.0408125989395478
"17",0.00203936408953017
"18",-0.0133164141186089
"19",0.0332535064635194
"20",0.0443545212898196
"21",0.0515254770699433
"22",0.0275958371061058
"23",0.00189519571811549
"24",-0.00284887315271511
"25",-0.0269554588227701
"26",0.00859003458969766
"27",-0.00559342458122772
"28",-0.0231336472814041
"29",0.0676241831089526
"30",0.0313632575567139
"31",0.0712798440706266
"32",0.0407785446993079
"33",0.0479230576593427
"34",0.0324700732368416
"35",0.0586039456857999
"36",0.0568307779927228
"37",0.0258795294520746
"38",0.0148202586542053
"39",0.00321547347470174
"40",0.032607993295736
"41",0.0323589016039777
"42",0.00707850303452711
"43",-0.0109545027636386
"44",0.0239068647038123
"45",0.0220643620695577
"46",0.0106685663963544
"47",0.00371020282912331
"48",0.0302983782067353
"49",0.030391915034532
"50",-0.0153274316206381
"51",0.0112538739150201
"52",0.00755049869543714
"53",0.0133865581279049
"54",0.0490546487996906
"55",0.0121770079004052
"56",-1.83869314346725e-05
"57",0.0301352194214459
"58",0.0695604263706041
"59",0.0186415788257197
"60",0.00833099806872421
"61",0.0507103568313221
"62",0.0661138304311907
"63",0.0278098976426776
"64",0.0326774417970794
"65",0.00706231572362449
"66",0.00379220489238541
"67",0.0420697034143939
"68",0.0235970810354568
"69",-0.00900408922273586
"70",0.0208371322343631
"71",0.038861774006032
"72",0.0445665089896166
"73",0.0185640885806427
"74",0.0588870498176862
"75",0.0212045341977648
"76",-0.00943124051138934
"77",0.0107316062438507
"78",-0.0247534366198064
"79",-0.026559174170173
"80",-0.0206595206482969
"81",0.0287755490459691
"82",0.00425376054782726
"83",0.016903716817207
"84",-0.0152071488385391
"85",0.0223045859901053
"86",0.0813902884924919
"87",0.0374043464656884
"88",0.0692883584105392
"89",0.0446043866502069
"90",0.0107395132013864
"91",0.0317867953143548
"92",0.0122015829455751
"93",-0.0238953856973166
"94",-0.0180526747549858
"95",0.023044925552909
"96",-0.026682563862044
"97",-0.0156469064150658
"98",0.000278655700134277
"99",0.0250075436646104
"100",0.0442067210216565
"101",-0.0609531231585091
"102",-0.00224878845349233
"103",-0.0518680516335936
"104",-0.00410068189278922
"105",0.00954094760495744
"106",0.0533735589148228
"107",0.0409536083584943
"108",0.0145228475590926
"109",0.0247622627206879
"110",0.0146194066704016
"111",0.0543034676227177
"112",0.0490121716746671
"113",-0.0133334905108286
"114",0.00783774366592181
"115",0.036128920825229
"116",0.0307921169344244
"117",0.021671612062996
"118",0.0618817197459925
"119",0.0396508523564652
"120",0.0379075864593564
"121",0.0405770970709049
"122",0.0243262934852811
"123",0.0334038270809481
"124",0.0227082264896586
"125",0.0453529815038345
"126",0.0556670597509969
"127",0.00245766248834049
"128",0.0303710970393
"129",0.0479625854052949
"130",0.0237817351863137
"131",0.0194325836270492
"132",0.0188194652724775
"133",0.0708570073425494
"134",0.0374209203514
"135",0.0183471199610177
"136",0.048350563683547
"137",-0.000390518854769858
"138",-0.0195767893814768
"139",-0.0240471855199061
"140",0.029223452000854
"141",-0.0423929666109
"142",-0.0159544159876751
"143",0.0606299086425594
"144",0.0623416273845623
"145",-0.00958707327696242
"146",0.0319110142265871
"147",-0.0338283797955563
"148",0.0571898768535535
"149",-0.024013199159328
"150",0.0291874353367607
"151",0.0629746747663906
"152",0.0327065360576617
"153",0.0351157970993528
"154",0.00820449462256681
"155",-0.00432084215694002
"156",0.0154272357637004
"157",0.0779044920895518
"158",0.0075063500699635
"159",0.0513429327193498
"160",0.00508583523604829
"161",-0.0192994532543049
"162",0.0592329319472013
"163",0.033998815250828
"164",0.0160212326191795
"165",-0.0158567691909724
"166",-0.0132242252670518
"167",0.0462815161620997
"168",-0.016975687114607
"169",0.0475379740408546
"170",0.011906987280502
"171",0.00720373481642172
"172",0.0437725977705656
"173",0.0102913297279008
"174",-0.0177153214424966
"175",0.0130383631922346
"176",-0.0210680107111309
"177",0.00165526048944977
"178",0.076091591359555
"179",0.012253400728798
"180",0.0274222739388944
"181",0.037414987304944
"182",0.04332227004347
"183",0.0384075094083965
"184",0.064703460900445
"185",0.030181733252702
"186",-0.0169545958832875
"187",-0.0115480895737079
"188",0.00223550384176371
"189",0.0183434713697527
"190",-0.0112091316809695
"191",-0.0108235455748294
"192",-0.0265904228330714
"193",0.0112916711092644
"194",0.0334213031023415
"195",0.00978393759121169
"196",0.0718111302595513
"197",-0.0264471662761984
"198",0.0417038750891268
"199",0.00814154722717575
"200",0.0204111227484644
"201",0.00288158625007744
"202",0.0551081678100724
"203",0.0550117847318432
"204",0.0459617153221095
"205",0.053922885757826
"206",0.000444353978133719
"207",0.0149321321411134
"208",0.028630962973466
"209",-0.0144839056896665
"210",-0.0067513866667039
"211",0.0303500322094849
"212",0.0536923827002443
"213",-0.0100974798820893
"214",-0.0124059379154391
"215",0.0409560317486745
"216",-0.0157606294012191
"217",0.0344441597833955
"218",-0.0508041811638161
"219",-0.0191318303343741
"220",0.0692678118469273
"221",0.00170107117831059
"222",0.054996673395419
"223",0.0363989162340094
"224",-0.0137128473430903
"225",0.00524916045961009
"226",0.03404748922785
"227",0.014803006354242
"228",0.0444750894957341
"229",0.0582707016644586
"230",0.0133155931349874
"231",0.00781397322943372
"232",-0.0213680389479788
"233",-0.0464461586985778
"234",0.0371706019240121
"235",0.0226125035332496
"236",-0.0158051522527526
"237",0.0273756773658996
"238",0.0336344543841539
"239",0.014632818925961
"240",0.0649433766360684
"241",0.0596603623588951
"242",0.0325086224551798
"243",0.0355555399748374
"244",-0.0206652769031206
"245",-0.0262552773778322
"246",0.0127262361773045
"247",0.0343752059704416
"248",0.028808719899386
"249",0.0453024026864299
"250",0.0631108841356421
"251",0.0310301873540892
"252",0.00588262207734335
"253",0.0426896662476414
"254",0.022538852807152
"255",0.00573290268553734
"256",0.0317032990310662
"257",0.0285742263891664
"258",0.0741039662294059
"259",0.0321695999924385
"260",0.00709388088895158
"261",0.0702091472080285
"262",-0.00935688315052062
"263",0.016293452101937
"264",0.0426679692388458
"265",0.0252526683659503
"266",0.022944435039939
"267",0.0319236444666816
"268",-0.0113117085457913
"269",0.0108499006624518
"270",0.0431540491427387
"271",0.0554696821213826
"272",0.0526248354723847
"273",0.0534852176225556
"274",0.0227900157243388
"275",0.0471489784522197
"276",0.0534056299790501
