,0
0,12.178131
1,19.24018
2,20.422934
3,16.895626
4,14.201239
5,1.5699444
6,4.148401
7,9.3264265
8,16.599922
9,9.429085
10,15.253286
11,4.4454627
12,7.2477155
13,3.9260373
14,17.571703
15,0.86037385
16,12.61801
17,25.332153
18,9.069338
19,5.4668794
20,3.5150762
21,4.4985285
22,6.7446585
23,13.2034645
24,19.777317
25,7.1238737
26,11.439164
27,20.033192
28,0.5614519
29,8.60213
30,0.020810015
31,3.6305013
32,5.3323727
33,7.219764
34,0.37926394
35,2.704671
36,6.8651524
37,9.374294
38,16.849123
39,6.4303308
40,4.326729
41,12.004074
42,10.564462
43,7.951712
44,11.518328
45,7.466636
46,12.301191
47,4.852013
48,6.098693
49,20.695196
50,8.343828
51,11.463966
52,13.30146
53,6.03834
54,5.110625
55,21.114054
56,7.7829194
57,0.85671943
58,5.676451
59,10.666366
60,2.6943889
61,1.080241
62,11.231798
63,6.2258015
64,11.753045
65,9.832422
66,4.4849005
67,8.369738
68,15.96501
69,5.117439
70,1.5478446
71,2.4734282
72,9.287014
73,1.9933504
74,3.4124126
75,10.137794
76,7.8679285
77,14.137122
78,18.400175
79,15.427084
80,9.196286
81,9.510636
82,10.775812
83,20.900385
84,10.043118
85,2.0219204
86,4.088084
87,2.0585554
88,2.636397
89,3.5898275
90,5.01277
91,10.430911
92,16.022512
93,15.225035
94,8.513166
95,15.374031
96,12.717907
97,4.545551
98,2.9491067
99,3.4041343
100,27.027948
101,7.4811907
102,21.97838
103,8.330765
104,12.715998
105,3.1678562
106,4.728006
107,18.628351
108,8.866749
109,13.026305
110,4.9309163
111,4.7111816
112,12.99113
113,7.602082
114,2.6030784
115,3.9858804
116,9.58181
117,3.3462925
118,3.4120874
119,3.2438755
120,3.8063474
121,11.677238
122,6.353904
123,5.35667
124,2.4482195
125,1.3747326
126,12.257092
127,1.9970294
128,4.0225153
129,8.963036
130,5.4235535
131,7.6774974
132,0.68555564
133,6.1513257
134,5.944813
135,5.2083883
136,9.594612
137,9.044125
138,16.764318
139,5.133549
140,21.904278
141,19.964762
142,1.6467153
143,1.4149443
144,6.4249663
145,12.794889
146,15.392288
147,2.5025554
148,16.647951
149,6.274798
150,1.8102039
151,6.2786365
152,4.7579036
153,10.679423
154,10.318714
155,8.867176
156,0.38204163
157,14.042303
158,2.867497
159,11.62864
160,9.974335
161,2.0045729
162,5.777119
163,11.179951
164,22.522696
165,15.483844
166,5.067606
167,8.039844
168,2.8987641
169,11.085567
170,7.4636817
171,2.8005528
172,11.02861
173,12.307108
174,9.878349
175,10.415308
176,16.363426
177,0.0016060472
178,10.374631
179,5.678408
180,1.8039204
181,6.710757
182,3.4561477
183,1.6909934
184,8.003538
185,18.336393
186,15.565071
187,11.399393
188,8.682943
189,23.836317
190,9.833838
191,12.285358
192,7.0017657
193,2.9791446
194,7.4479184
195,1.961479
196,18.208502
197,3.7595084
198,13.763053
199,3.8064096
200,14.929301
201,3.0091047
202,1.7531133
203,4.835953
204,2.2578945
205,17.317402
206,7.0750046
207,5.3451996
208,10.004511
209,8.98682
210,6.5399933
211,0.3000394
212,16.181688
213,19.892996
214,4.224615
215,12.663813
216,5.313436
217,24.514242
218,16.192669
219,1.0961148
220,13.711257
221,3.2356696
222,10.963224
223,23.920866
224,12.436722
225,5.505774
226,6.5947614
227,4.2212663
228,1.4199785
229,3.0779428
230,6.7375174
231,11.902037
232,23.757776
233,5.6815085
234,5.882178
235,14.313734
236,6.9667716
237,6.902551
238,14.224283
239,2.490386
240,0.9198479
241,6.5056157
242,3.2328675
243,12.937006
244,17.794317
245,10.605667
246,3.7054553
247,2.3029861
248,3.7691383
249,1.6023539
250,3.3341963
251,12.476707
252,5.278294
253,11.312865
254,3.6438966
255,6.410476
256,6.0231814
257,1.100265
258,6.9324536
259,4.924544
260,1.7818239
261,25.031733
262,5.8942304
263,3.1518598
264,4.0613084
265,5.523949
266,5.2617574
267,12.293902
268,7.2721057
269,3.5219498
270,1.7857082
271,2.2451482
272,4.1715984
273,9.964144
274,2.6635673
275,0.79545707
276,15.103449
277,7.8881297
278,1.865928
279,15.470697
280,17.404966
281,5.68539
282,15.314774
283,7.552179
284,4.2001405
285,6.824202
286,3.6100025
287,5.810518
288,4.0782847
289,11.635731
290,7.355091
291,5.0221305
292,11.154945
293,5.456696
294,6.925816
295,15.791617
296,8.987753
297,17.229322
298,5.0466723
299,12.87568
300,10.889253
301,11.279206
302,4.1507955
303,10.616825
304,6.556228
305,4.8885226
306,2.7277977
307,11.468874
308,4.259687
309,5.6485424
310,11.996662
311,17.0827
312,6.705587
313,4.2474656
314,2.2708054
315,7.2366085
316,4.4577727
317,15.8041315
318,5.994863
319,4.031041
320,7.7372136
321,2.9002233
322,6.8928328
323,4.78892
324,1.3107454
325,18.35222
326,6.308645
327,5.424064
328,10.332768
329,8.625642
330,10.095564
331,5.5780244
332,18.482058
333,5.8439417
334,13.249868
335,12.715525
336,8.848665
337,3.112174
338,0.9249323
339,6.3305545
340,4.5083175
341,8.781292
342,11.627726
343,6.9752584
344,6.9281106
345,1.7618076
346,17.451933
347,10.587866
348,18.067705
349,6.731038
350,9.816996
351,7.307587
352,21.703852
353,5.8631597
354,2.4788198
355,5.350097
356,18.711905
357,16.686544
358,10.061386
359,5.981005
360,8.146656
361,-0.14044379
362,12.014318
363,2.68496
364,4.5171623
365,6.866936
366,3.2930295
367,19.035213
368,4.838497
369,9.522988
370,5.1222463
371,5.9204965
372,19.900023
373,2.4955435
374,4.0118847
375,12.637376
376,4.409861
377,10.287687
378,2.3824139
379,4.872785
380,25.903929
381,2.8991153
382,6.7928357
383,5.9632297
384,1.2642483
385,10.741447
386,2.3245766
387,7.2166696
388,2.2513604
389,8.280682
390,1.0900736
391,1.2666222
392,6.190829
393,6.614207
394,6.4337425
395,5.131016
396,7.631556
397,11.6339035
398,1.2996147
399,3.6008804
400,2.0780945
401,8.769077
402,12.86628
403,6.249437
404,4.647867
405,1.2514807
406,1.5031132
407,7.2152133
408,15.360073
409,2.1532662
410,4.2786403
411,10.043493
412,16.025661
413,7.166698
414,12.593261
415,9.224225
416,2.8881192
417,6.289868
418,9.371717
419,1.9782523
420,12.331137
421,5.025286
422,13.895437
423,6.2868056
424,1.8330336
425,7.623318
426,12.730738
427,7.895086
428,7.0429826
429,1.7981111
430,23.384665
431,3.6206505
432,23.423395
433,12.364255
434,11.451271
435,2.446884
436,9.811114
437,5.4156528
438,6.6531196
439,7.9814267
440,9.912788
441,6.7901106
442,13.699437
443,1.6879892
444,2.4615421
445,11.200539
446,24.788702
447,1.3338326
448,7.3814063
449,3.7385578
450,4.9274564
451,3.214284
452,16.620785
453,16.046394
454,9.191845
455,9.738987
456,0.5559878
457,4.0653596
458,16.360395
459,9.79062
460,7.765062
461,23.182074
462,0.52861506
463,3.2145238
464,0.6102755
465,10.456253
466,2.1880765
467,10.894119
468,11.478519
469,8.478863
470,8.7852
471,14.355151
472,14.9651165
473,17.896902
474,15.745243
475,13.390432
476,2.210732
477,8.0065975
478,19.679468
479,8.104175
480,6.637857
481,24.405985
482,1.0536315
483,2.4038796
484,19.70612
485,5.9363503
486,8.569914
487,5.853457
488,8.984386
489,7.3015714
490,8.217875
491,10.481548
492,9.25428
493,18.812902
494,2.5272527
495,3.0210953
496,17.9322
497,2.8835607
498,6.634702
499,3.138935
500,6.628655
501,6.2841945
502,15.924209
503,6.671616
504,16.158522
505,3.702651
506,3.061109
507,4.2258906
508,7.2912917
509,23.648405
510,12.9022045
511,11.774225
512,12.771455
513,6.8597493
514,21.645987
515,11.966138
516,7.29378
517,6.8373938
518,7.258653
519,3.3780794
520,3.5149612
521,11.128227
522,16.568724
523,6.245539
524,15.43507
525,10.982339
526,10.210798
527,9.648332
528,7.8135533
529,0.8147389
530,4.9044785
531,6.3283553
532,9.631409
533,6.535544
534,7.992331
535,13.21325
536,3.7779675
537,0.6726897
538,2.1034036
539,4.319992
540,13.166185
541,5.125327
542,12.017807
543,5.1538444
544,0.82912654
545,6.5675645
546,8.571678
547,14.126699
548,10.249554
549,6.504042
550,12.057836
551,5.760013
552,9.621016
553,4.2373223
554,18.87417
555,12.885305
556,8.353631
557,11.168077
558,4.015257
559,13.040749
560,11.978187
561,2.2815413
562,22.95517
563,5.117887
564,5.051268
565,27.06842
566,10.706581
567,19.216005
568,6.301909
569,20.191906
570,16.878725
571,1.2845893
572,4.528246
573,3.8382106
574,13.8019905
575,7.774219
576,12.40891
577,3.6779592
578,0.3555119
579,4.8329434
580,2.2527814
581,4.6942716
582,3.7740455
583,6.778681
584,15.420786
585,6.7556844
586,21.140406
587,8.102842
588,1.5178171
589,6.5344777
590,4.467655
591,8.4926815
592,5.270741
593,17.3738
594,7.0319495
595,4.64327
596,10.4391575
597,2.2567585
598,11.18099
599,6.069357
600,8.3845215
601,11.231917
602,3.1487002
603,1.3406774
604,8.299601
605,6.741972
606,9.395055
607,9.461353
608,1.0870847
609,10.157863
610,2.6138248
611,13.251249
612,4.5221114
613,0.54169863
614,9.633067
615,3.0740376
616,4.0003796
617,-0.20502318
618,3.4145763
619,6.645166
620,16.280855
621,4.0539455
622,18.138716
623,7.44616
624,0.031653278
625,5.881006
626,5.9876013
627,5.9087873
628,7.5176177
629,6.5449314
630,3.8584733
631,15.15711
632,3.6721058
633,6.6397815
634,4.437671
635,17.931734
636,3.2970698
637,6.191397
638,24.690702
639,11.994047
640,9.352339
641,2.7251625
642,4.6833987
643,7.5221624
644,5.3742404
645,8.26426
646,0.15242283
647,23.572159
648,10.809378
649,3.5429912
650,1.8853929
651,20.489443
652,8.976715
653,14.384636
654,3.0238633
655,0.7929247
656,9.503661
657,7.630707
658,7.1927752
659,6.6068854
660,6.9331746
661,6.1452312
662,3.7700665
663,0.70714825
664,15.774063
665,14.817071
666,14.196947
667,2.7038035
668,6.7268133
669,7.287296
670,2.788899
671,8.4627285
672,2.7371497
673,4.410737
674,5.9141326
675,7.666085
676,6.3222756
677,0.07288374
678,12.054869
679,0.8890701
680,11.56064
681,1.0798632
682,10.181793
683,4.454367
684,7.0846314
685,3.2667599
686,15.070555
687,16.510872
688,9.374449
689,12.155692
690,13.7977085
691,8.032749
692,16.000662
693,2.9424634
694,10.991012
695,16.876987
696,5.2169003
697,12.5677395
698,9.028606
699,5.077811
700,9.474607
701,10.7060795
702,9.31517
703,3.5352154
704,22.33364
705,5.6893272
