"","x"
"1",0.0139088064541061
"2",-0.00446995523446791
"3",0.0109596921220282
"4",-0.00217689021583307
"5",0.0106948321044436
"6",0.00260609100800593
"7",0.0144949608087393
"8",0.0139263344219841
"9",0.0135622376676298
"10",-0.00450176914606537
"11",0.00161329910425031
"12",-0.00142844510999605
"13",0.00429819707247082
"14",0.00249854885102194
"15",-0.00505788414118249
"16",0.013399461309872
"17",0.013606986838575
"18",0.0136988837706886
"19",0.000540367410784574
"20",0.00202573909795416
"21",-0.0045907896171309
"22",0.0139111640140051
"23",0.0109451352049174
"24",-0.000697276739203547
"25",0.00250383937013444
"26",0.0113496779833363
"27",0.0143887089352103
"28",0.0135632492456818
"29",-0.00544895261476419
"30",-0.00479793566380708
"31",-0.00501848731305042
"32",0.0139058972957542
"33",0.0113270343341903
"34",0.00274697300989612
"35",0.00915979153603967
"36",0.0138068585866533
"37",0.0136830888313296
"38",0.0137292839481459
"39",0.0135826951552258
"40",0.013238915008236
"41",-0.00186171787292688
"42",-0.00420364006533624
"43",-0.00252328997582726
"44",0.0141864988827964
"45",0.00159530625926648
"46",-0.000134122902314507
"47",-0.00472092729023871
"48",0.0124032694553265
"49",-0.000253265305782101
"50",0.0115643838589649
"51",0.000522440410050354
"52",0.0137809845492894
"53",0.00117904127653206
"54",0.0135934933307589
"55",0.00172775463886893
"56",-0.00589086870214997
"57",0.0074007430494761
"58",0.0139229831937297
"59",-0.00357737686697015
"60",-0.00425820024987698
"61",0.00459289878998237
"62",0.00385494436664151
"63",0.0118988192220806
"64",0.0139085131329963
"65",0.0129068168096297
"66",0.00161329910425031
"67",0.013614323938529
"68",0.0137369081205112
"69",0.0114173438353928
"70",0.0138152287045223
"71",0.0126484872569614
"72",-0.00320306705250279
"73",0.0113717049383371
"74",-7.79324452957041e-05
"75",0.00267665511610941
"76",0.014196259212433
"77",-0.00195741292754281
"78",0.0136775797583947
"79",-0.00310889776525024
"80",0.0138244803353145
"81",0.0034454564409188
"82",0.0140895256694228
"83",0.0134869093247694
"84",0.0135913556692624
"85",0.0142562715916826
"86",0.0143350468865629
"87",0.0147681488565779
"88",0.00378149349024417
"89",-0.00684891230033709
"90",0.0106496429104613
"91",0.00541491792282131
"92",-0.00485492871991315
"93",-0.00298349588137117
"94",0.0112668977500662
"95",0.011801060447916
"96",0.0143280845387593
"97",0.0120899136556742
"98",0.0135056093700707
"99",0.0135892668659871
"100",-0.000125978682106059
"101",0.0139667357967414
"102",0.0143314721354161
"103",0.00116667423562776
"104",-0.00462449134951462
"105",0.014407856918159
"106",0.013692312226681
"107",-0.00405417405244111
"108",0.0137881758744682
"109",0.0143313353359707
"110",0.0137996205737446
"111",-0.00443245804425827
"112",0.0137833848442129
"113",0.00793001606653317
"114",0.014202470368473
"115",0.013811079408348
"116",0.0137405277287815
"117",-0.00437186057632932
"118",0.0142041069124714
"119",0.0134956118804718
"120",-0.00576483880079678
"121",-0.00565557022994011
"122",0.000159675463462317
"123",0.0144176604658751
"124",0.0147820501719907
"125",0.0137754365766527
"126",0.0143718185432741
"127",-0.00442808257635548
"128",0.0136787315923027
"129",-0.00360880055471924
"130",0.0134844153052141
"131",0.0137625294552579
"132",-0.00443861484484354
"133",0.0137737208219166
"134",0.00225007576990144
"135",-0.0051488419214477
"136",-0.00424996907061177
"137",0.0117352653007958
"138",0.00201008033515506
"139",0.00501798621425275
"140",-0.000579369473975489
"141",0.0138633320072166
"142",0.000490586848123392
"143",0.0137693458561776
"144",0.0142746146212918
"145",-0.00589345792357628
"146",-0.00201554114462387
"147",0.0136169062714795
"148",0.0134007372101985
"149",0.0136885971156981
"150",0.0138453772045321
"151",0.011308192977824
"152",0.0138399961104365
"153",0.0135325731292318
"154",0.0124983063276628
"155",0.0134808060686334
"156",0.0117810860385787
"157",-0.00147331855656512
"158",-0.00248327026262983
"159",0.0136033683776892
"160",0.0139529759692495
"161",0.0101888761839471
"162",-0.00593121762231271
"163",0.00331528914696456
"164",0.000584741810918
"165",0.00292274280779067
"166",0.00100798512883436
"167",-0.00662219174754186
"168",0.0116181320332572
"169",0.0135239762415782
"170",0.013523541564278
"171",0.0108668492331416
"172",0.0136183814441916
"173",0.0142283642386595
"174",0.00257575705592709
"175",0.0138518891985997
"176",-0.00532359070917056
"177",0.00375125801504737
"178",0.0137675832134031
"179",-0.00290086774585151
"180",0.0109389741019644
"181",0.00183143320264717
"182",-0.00512304462505814
"183",0.0138341010466964
"184",0.013591497342501
"185",-0.00642801767415668
"186",-0.00509204605686344
"187",0.0116493209356052
"188",0.00786688634477459
"189",0.0138639278616186
"190",0.0135786506914827
"191",0.0137977621097393
"192",0.00633314241841678
"193",0.0135329605357696
"194",-0.00541283274438607
"195",0.0134040346468238
"196",-0.00640318356262223
"197",0.00430942753837159
"198",0.00346901240823537
"199",0.013781914988154
"200",0.0120335708350428
"201",-0.0045694012844006
"202",-0.00605095879153134
"203",0.0135911236237063
"204",0.0140432846769675
"205",0.0117735286766665
"206",-0.00711371250573012
"207",0.000317956299020491
"208",-0.00615631285980717
"209",0.0136912714863391
"210",0.01379281744419
"211",0.0138797443758159
"212",0.0136823893672898
"213",0.00370920976078852
"214",0.0139317314394568
"215",0.0138759626105703
"216",0.0140459291281068
"217",0.0140014412873569
"218",0.00358812739501206
"219",0.0138022330149783
"220",0.0135622408675886
"221",0.0035696409797491
"222",0.0135475197695066
"223",0.0135476849221403
"224",-0.00167315583218954
"225",0.0145588336256316
"226",0.00143717481305946
"227",-0.00457536974740632
"228",-0.00155962291777202
"229",-0.00622476553467351
"230",0.0139966624291122
"231",0.0131005009084688
"232",-0.000193208431219172
"233",0.0139330518834328
"234",0.0137702920141183
"235",-0.000425637280438058
"236",0.0139114342285053
"237",-0.00427178767235582
"238",0.0129901022128797
"239",0.0139117035496233
"240",0.000913783934173903
"241",0.00271932099790207
"242",0.0140164593048777
"243",0.0139357112203653
"244",0.0135711969544246
"245",0.0135800829717747
"246",-0.000555719101578574
"247",0.00269383032974537
"248",0.0136006945249727
"249",0.00264971002897026
"250",-0.00278314211629468
"251",0.00795504111639444
"252",0.0034319858660779
"253",0.0139756581818603
"254",-0.00205623205434663
"255",-0.00515910213487394
"256",0.012177867117188
"257",0.0136162946810116
"258",0.0135778404598632
"259",0.013747483960228
"260",0.00209639539157547
"261",0.0139100089776124
"262",0.00482256903907057
"263",0.01378446756813
"264",0.00260609100800593
"265",0.00188619399159871
"266",-0.000981693950223925
"267",-0.00573775912500057
"268",0.0135368813580384
"269",0.0137996205737446
"270",0.013920565803993
"271",0.0116586699119146
"272",0.014076953220546
"273",0.0135710463821538
"274",0.0139739631923504
"275",0.0147359508129579
"276",-0.00251464792977485
"277",0.0138414033448481
"278",-0.00204376047577792
"279",-0.00526447841804482
"280",-0.00453269665981707
"281",0.00413204213480951
"282",0.0137965945256736
"283",0.0134513290466739
"284",0.000101714101515421
"285",0.0143280693479611
"286",0.0139047719110304
"287",0.00203028935245297
"288",0.013168897100243
"289",-0.00508285643819354
"290",0.0106136437124272
"291",0.0111184340843177
"292",0.0140692969070522
"293",-0.00167980844814546
"294",-0.00231709479613822
"295",0.0104375604614732
"296",0.0114677001458022
"297",0.00406464746297521
"298",0.0138244803353145
"299",0.0135693497563159
